name,type,thc_level,most_common_terpene,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add_adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohns_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinsons,tourettes_syndrome,alzheimers,hiv_aids,tinnitus
Chocolate OG,Indica,0.12,Myrcene,0.72,0.72,0.57,0,0.45,0.18,0.12,0.03,0,0,0.24,0.21,0.3,0.24,0.18,0,0,0.03,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Oranges,Hybrid,0.22,Terpinolene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Rain,Hybrid,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Skunk,Sativa,,,0,0.66,0,0.33,0,0,0.33,0,0,0,0.66,0,0.33,0.66,0,0,0,0,0,0,0.33,0.33,0.66,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Thai,Sativa,0.15,Myrcene,0.45,0.55,0.42,0.49,0,0.24,0.16,0.01,0.03,0.01,0.37,0.17,0.25,0.22,0,0,0,0,0,0,0,0.13,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Thunder,Sativa,,,0,0.83,0,0.83,0,0.33,0,0,0.16,0,0.66,0,0.16,0,0,0,0,0,0,0.83,0.66,0.16,0.66,0,0,0,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Tonic,Hybrid,0.09,Pinene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolatina,Sativa,0.2,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolony,Hybrid,0.2,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolope,Sativa,0.16,Myrcene,0,0.59,0.47,0.58,0,0.23,0.14,0.05,0.04,0.04,0.41,0.18,0.32,0.28,0,0,0,0,0,0.37,0.46,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolope Kush,Hybrid,0.16,Myrcene,0.47,0.45,0.43,0.41,0,0.42,0.21,0.12,0.1,0,0.49,0.34,0.25,0.31,0.24,0,0,0.11,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chong Star,Hybrid,,,0.82,0.64,0.47,0.52,0,0,0,0,0,0,0.29,0.23,0.17,0.23,0,0,0,0,0,0.35,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chosen,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHR Super OG,Indica,,,0.8,0.4,0,0.3,0.4,0.2,0.1,0.1,0.2,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0.1,0,0.2,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christmas Lights,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronald,Hybrid,,,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronic,Hybrid,0.15,Myrcene,0.42,0.66,0.38,0.4,0,0.36,0.2,0.1,0.18,0.07,0.3,0.14,0.26,0.17,0,0,0,0,0,0,0,0,0,0.49,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chronic Thunder,Indica,0.15,Myrcene,0.76,0.46,0.41,0,0.43,0.32,0.14,0.07,0,0.02,0.31,0.34,0.28,0.29,0.43,0.25,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuck OG,Hybrid,0.18,Limonene,0.66,0,0.66,0.66,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chucky's Bride,Hybrid,,,0,0.6,0.6,0,0,0.2,0.2,0,0,0,0.4,0,0.4,0,0.2,0,0.4,0,0,0,0.6,0,0,0.6,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chunky Diesel,Hybrid,,,0.37,0.48,0.41,0.48,0,0.09,0.02,0,0.02,0,0.23,0.18,0.27,0.13,0,0,0,0,0,0,0,0.2,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chupacabra,Hybrid,0.19,Pinene,0.66,0.83,0.5,0.55,0,0.33,0,0,0,0.11,0.55,0.33,0.5,0,0,0,0.33,0.05,0.22,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Church OG,Indica,0.15,Caryophyllene,0.58,0.38,0.35,0.25,0.43,0.34,0.13,0.05,0.1,0.05,0.26,0.32,0.17,0.26,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churchill Cherry,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Churro,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella 99,Hybrid,0.16,Caryophyllene,0,0.58,0.52,0.52,0,0.23,0.13,0.05,0.08,0.05,0.33,0.19,0.3,0.27,0,0,0,0,0,0.36,0.48,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella's Dream,Hybrid,0.18,Myrcene,0.46,0.51,0.51,0.57,0,0.16,0.09,0.03,0,0.01,0.24,0,0.24,0.19,0,0,0,0,0,0,0.5,0.15,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cindy Haze,Hybrid,0.14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cindy Le Pew,Hybrid,0.13,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cindy White,Hybrid,0.19,Limonene,0.42,0.52,0.5,0.55,0,0.15,0,0,0,0.05,0.18,0.13,0.15,0.18,0.13,0,0,0.05,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cindy's Slurry,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinex,Sativa,0.16,Limonene,0,0.52,0,0.5,0,0.19,0.12,0.04,0.05,0.06,0.31,0.22,0.3,0.23,0,0,0,0,0,0.42,0.51,0.15,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circa,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circus Peanuts,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirrus,Sativa,,,0,0.85,0.71,0.85,0,0.14,0.14,0,0.14,0.14,0.42,0,0.42,0,0,0,0.85,0.14,0,0,0,0.28,0,0.57,0,0,0.42,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citradelic Cookies,Hybrid,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citradelic Sunset,Hybrid,0.17,Myrcene,0.27,0.5,0.5,0.5,0,0.22,0,0,0,0,0.33,0,0.16,0.27,0,0,0,0,0.16,0,0.38,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citral Flo,Hybrid,0.19,Caryophyllene,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citral Flow Bx1,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citral Glue,Hybrid,0.21,Caryophyllene,0.52,0.52,0.52,0.41,0,0.14,0.05,0.02,0,0,0.23,0.2,0.17,0.17,0,0,0,0.08,0,0,0,0,0.29,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citral Skunk,Hybrid,0.19,Limonene,0.33,0.33,0.5,0.66,0,0.33,0.16,0,0,0,0.16,0.16,0.16,0,0.16,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrix,Hybrid,,,0,0.58,0.41,0.51,0,0.1,0.04,0.01,0.01,0.04,0.35,0.22,0.35,0.25,0,0,0,0,0,0,0.42,0.2,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citron,Hybrid,0.18,Terpinolene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Anytime,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Cooler,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Farmer,Hybrid,0.21,Pinene,0,0.42,0.28,0.28,0,0.28,0,0,0,0,0.14,0,0.28,0.14,0,0,0,0,0,0.28,0.28,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Freak Show,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Funk,,0.24,Pinene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Glueroy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Kush,Hybrid,0.21,Myrcene,0.58,0.6,0.44,0.33,0,0.29,0.15,0.04,0.13,0.07,0.26,0.16,0.15,0.2,0,0.32,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Punch,Sativa,,,0.4,0.6,0,0.5,0,0.25,0.05,0.05,0,0.05,0.2,0,0.3,0,0,0,0,0,0,0,0,0.2,0.35,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Queen,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Rush,Hybrid,0.18,Myrcene,0,0.25,0,0.5,0,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0,0.5,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Sap,Hybrid,0.19,Myrcene,0.51,0.56,0.44,0.47,0,0.17,0.05,0.01,0.03,0.04,0.21,0.19,0.22,0.2,0,0,0,0,0.16,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Spkash,,0.12,Myrcene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Splash,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus Sunshine Haze,Hybrid,0.24,Myrcene,0,0.62,0.62,0.62,0,0.25,0.07,0.03,0.03,0.03,0.51,0.33,0.44,0.37,0,0,0,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of God,Hybrid,0.23,Myrcene,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classic Twist,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clem Breath,,0.27,Limonene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clementine,Sativa,0.16,Terpinolene,0.28,0.48,0.31,0.41,0,0.1,0.05,0.01,0.03,0.03,0.24,0.13,0.2,0.19,0,0,0,0,0,0,0.38,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clementine Kush,Hybrid,,,0.54,0.66,0.54,0.45,0,0.2,0.12,0.12,0.12,0.12,0.33,0.16,0.33,0.29,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clementine’s Terpentine,Hybrid,,,0.5,0.5,0,1,0,0,0.5,0,0,0,1,0.5,0.5,0,0,0,0,0,0,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
Cliff Racer,,0.2,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clockwork Orange,Hybrid,,,0.33,0.33,0,0.66,0,0.33,0.33,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud 9,Hybrid,0.2,Limonene,0.34,0.53,0.46,0,0,0.4,0.46,0.12,0.25,0,0.31,0.31,0.28,0.4,0,0,0.37,0.09,0,0.34,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CloudCap,Hybrid,,,0.5,1,0,0.5,0,0.5,0,0,0,0,1,0.5,1,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club 69,Indica,,,1,0,0,0,1,0.33,0.33,0.33,0,0,0.33,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Bomb,Hybrid,0.19,,0.4,0.4,0.4,0,0,0.1,0.1,0.1,0,0,0.4,0.3,0,0.3,0,0.4,0,0,0,0,0,0,0.5,0,0.3,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Funk,Hybrid,0.25,Terpinolene,1,0.4,0.6,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobbler,Hybrid,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobra Lips,Hybrid,0.21,Limonene,0,0.66,0.66,1,0,0,0,0,0,0,0.33,0.33,0.33,0,0,0,1,0,0,0.66,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cocoa Kush,Hybrid,0.19,Caryophyllene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coconut Oil,Hybrid,,,0.4,0.4,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coffee Ice Cream,Hybrid,,,0.8,0.6,0.6,0,0.6,0,0,0,0,0,0.6,0.4,0.2,0.6,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Creek Kush,Hybrid,0.17,Myrcene,0.56,0.56,0.5,0.4,0,0.31,0.2,0,0.08,0.03,0.31,0.28,0.26,0.2,0.18,0,0,0.03,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Train,Hybrid,0.17,Limonene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin OG S1,Hybrid,,,0.6,0.6,0.8,0.6,0,0.4,0.4,0.2,0,0,0.2,0,0.2,0.2,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collie Man Kush,Hybrid,,,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collins Ave,Hybrid,0.21,Caryophyllene,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombian Gold,Sativa,0.17,Myrcene,0,0.54,0.56,0.45,0,0.23,0.13,0.03,0.08,0.05,0.25,0.19,0.25,0.18,0,0,0,0,0,0.44,0.44,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombian Mojito,Sativa,,,0,0.35,0.28,0.28,0,0.07,0,0.07,0.07,0.14,0.21,0,0.21,0.21,0,0,0,0,0,0,0.35,0,0.28,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Bubba,Indica,,,0.75,0.62,0.37,0,0.5,0.37,0.12,0,0,0.12,0.37,0.37,0.5,0,0,0,0,0,0,0.37,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Chem,Hybrid,0.22,Limonene,0.54,0.64,0.67,0.41,0,0.25,0.19,0.12,0.06,0.16,0.19,0.22,0.16,0.19,0,0,0,0,0,0,0.41,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado Clementines,Indica,,,1,0.72,0.72,0,0.63,0.18,0,0,0,0,0.63,0.54,0.54,0,0.45,0.63,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comatose OG,Indica,0.2,,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comfortably Dumb,Hybrid,0.08,Myrcene,0.66,0,0.66,0.33,0,0.33,0,0,0,0,0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0.66,0,0.33,0,0.33,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commerce City Kush,Indica,0.24,,0.78,0.5,0.55,0,0.31,0.34,0.15,0.05,0,0,0.36,0.39,0.21,0.34,0.23,0.36,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Con Leche,Hybrid,0.2,Myrcene,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Concord Cream,Hybrid,,,0,0,0.66,0.66,0.33,0.66,0.33,0.33,0,0,0.66,0,0.33,0,0,0.66,0.66,0,0,0,0,0.33,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
